M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE	M_XR_ALL_OTHER	M_XR_KEGG
1467872967	2,5-Dihydroxybenzoate	WXTMDXOMEHJXQO	Oc1ccc(c(c1)C(=O)O)O	C7H6O4	0.0	ChEBI: 17189,CHEMBL1461,CPD-633,cpd00479,FDB000844,HMDB0000152,MNXM850	C00628
1467872984	2-Methylpropanoyl-CoA	AEWHYWSPVRZHCT	O=C(NCCSC(=O)C(C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C25H42N7O17P3S	0.0	ChEBI: 15479,cpd00481,cpd16266,FDB022419,HMDB0001243,Isobutyryl-CoA,MNXM470	C00630
1467872997	2-Phospho-D-glycerate	GXIURPTVHJPJLF	OCC(C(=O)O)OP(=O)(O)O	C3H7O7P	0.0	2-PG,ChEBI: 17835,cpd00482,DB01709,FDB001407,HMDB0000362,HMDB0003391,HMDB0062707,MNXM275,MNXM481218	C00631
1467873011	3-Hydroxyanthranilate	WJXSWCUQABXPFS	OC(=O)c1cccc(c1N)O	C7H7NO3	0.0	3-HYDROXY-ANTHRANILATE,ChEBI: 15793 36559,CHEMBL445304,cpd00483,cpd25715,DB03644,EXPT00171,FDB010582,HMDB0001476,MNXM359	C00632
1467873025	4-Hydroxybenzaldehyde	RGHHSNMVTDWUBI	O=Cc1ccc(cc1)O	C7H6O2	0.0	4-Hydroxybenzaldehyde,ChEBI: 17597,CHEMBL14193,cpd00484,DB03560,EXPT01694,FDB010504,HMDB0011718,MNXM577	C00633
1467873072	Indole-3-acetaldehyde	WHOOUMGHGSPMGR	O=CCc1c[nH]c2c1cccc2	C10H9NO	0.0	ChEBI: 18086,cpd00486,FDB013950,HMDB0001190,INDOLE_ACETALDEHYDE,MNXM518	C00637
1467873142	4-Hydroxyphenylacetate	XQXPVVBIMDBYFF	OC(=O)Cc1ccc(cc1)O	C8H8O3	0.0	4-HYDROXYPHENYLACETATE,ChEBI: 18101,CHEMBL1772,cpd00489,FDB010534,HMDB0000020	C00642
1467873155	5-Hydroxy-L-tryptophan	LDCYZAJDBXYCGN	OC(=O)C(Cc1c[nH]c2c1cc(O)cc2)N	C11H12N2O3	0.0	5-HYDROXY-TRYPTOPHAN,ChEBI: 17780,CHEMBL162789,CHEMBL350221,cpd00490,cpd00749,DB02959,FDB006231,HMDB0000472,HMDB0015571,MNXM38145,MNXM570	C00643,C01017
1467873168	D-Mannitol 1-phosphate	GACTWZZMVMUKNG	OCC(C(C(C(COP(=O)(O)O)O)O)O)O	C6H15O9P	0.0	ChEBI: 16298,CHEMBL1161480,cpd00491,cpd00804,cpd01819,cpd03752,cpd27436,D-SORBITOL-6-P,DB02548,FDB022673,GALACTITOL-1-PHOSPHATE,HMDB0001530,HMDB0005831,MANNITOL-1P,MNXM1667,MNXM393,MNXM90126	C00644,C01096,C02810,C06311
1467873229	D-Arabinono-1,4-lactone	CUOKHACJLGPRHD	OCC1OC(=O)C(C1O)O	C5H8O5	0.0	ChEBI: 16292,CHEMBL607627,CPD-13413,CPD-356,CPD-368,cpd00496,cpd00819,cpd01782,cpd01918,cpd23861,D-XYLONO-14-LACTONE,FDB006401,HMDB0001900,L-XYLONO-14-LACTONE,MNXM1674,MNXM4031,MNXM4559,MNXM48597,MNXM778	C00652,C01114,C02753,C02994
1467873249	Xanthosine 5'-phosphate	DCTLYFZHFGENCW	O=c1[nH]c(=O)c2c([nH]1)n(cn2)C1OC(C(C1O)O)COP(=O)(O)O	C10H13N4O9P	0.0	ChEBI: 15652,CHEMBL1206243,cpd00497,DB02309,FDB022687,HMDB0001554,HMDB0062755,MNXM298,MNXM722575,XANTHOSINE-5-PHOSPHATE	C00655
1467873324	beta-D-Fructose 2,6-bisphosphate	YXWOAJXNVLXPMU	OCC1(OC(C(C1O)O)COP(=O)(O)O)OP(=O)(O)O	C6H14O12P2	0.0	ChEBI: 28602,CPD-535,cpd00503,FDB022390,HMDB0001047,MNXM507467,MNXM651	C00665
1467873336	LL-2,6-Diaminoheptanedioate	GMKMEZVLHJARHF	NC(C(=O)O)CCCC(C(=O)O)N	C7H14N2O4	0.0	C8,ChEBI: 16026 47031,CHEMBL415306,cpd00504,cpd00516,cpd22498,DB03590,FDB022583,HMDB0001370,LL-DIAMINOPIMELATE,MESO-DIAMINOPIMELATE,MNXM14150,MNXM48357,MNXM529,MNXM644	C00666,C00680
1467873367	gamma-L-Glutamyl-L-cysteine	RITKHVBHSGLULN	SCC(C(=O)O)NC(=O)CCC(C(=O)O)N	C8H14N2O5S	0.0	ChEBI: 17515,CHEMBL460831,cpd00506,DB03408,EXPT00168,FDB003603,HMDB0001049,L-GAMMA-GLUTAMYLCYSTEINE,MNXM412,MNXM521825	C00669
1467873383	sn-Glycero-3-phosphocholine	SUHOQUVVVLNYQR	OCC(COP(=O)(OCC[N+](C)(C)C)O)O	C8H21NO6P+	1.0	ChEBI: 16870,CHEMBL1567463,cpd00507,DB04660,FDB021802,HMDB0000086,L-1-GLYCERO-PHOSPHORYLCHOLINE,MNXM367,MNXM526006,MNXM5774	C00670
1467873396	(S)-3-Methyl-2-oxopentanoic acid	JVQYSWDUAOAHFM	CC(C(=O)C(=O)O)CC	C6H10O3	0.0	2-KETO-3-METHYL-VALERATE,ChEBI: 15614 35146,cpd00508,cpd03577,cpd19026,DB15831,DB15833,FDB021447,HMDB0000491,MNXM162801,MNXM439,MNXM94056	C00671,C03465,C06008
1467873411	2-Deoxy-D-ribose 1-phosphate	KBDKAJNTYKVSEK	OCC1OC(CC1O)OP(=O)(O)O	C5H11O7P	0.0	ChEBI: 11563 28542,cpd00509,cpd26845,DEOXY-D-RIBOSE-1-PHOSPHATE,FDB022571,HMDB0001351,MNXM35010,MNXM789	C00672
1467873423	2-Deoxy-D-ribose 5-phosphate	KKZFLSZAWCYPOC	OC1CC(C(O1)COP(=O)(O)O)O	C5H11O7P	0.0	ChEBI: 16132 55513,CHEMBL1161472,CPD-12166,cpd00510,cpd23278,cpd26846,FDB022380,HMDB0001031,HMDB0059654,MNXM35007,MNXM35009,MNXM507668	C00673
1467873466	5-Dehydro-4-deoxy-D-glucarate	QUURPCHWPQNNGL	OC(C(CC(=O)C(=O)O)O)C(=O)O	C6H8O7	0.0	2-KETO-3-DEOXY-D-GLUCARATE,5-KETO-4-DEOXY-D-GLUCARATE,ChEBI: 16369 42819,CPD-17670,cpd00515,cpd02439,DB03237,EXPT01611,MNXM146461,MNXM2923,MNXM854	C00679,C03921,C21091
1467873504	2-Hydroxymuconate semialdehyde	KGLCZTRXNNGESL	O=CC=CC=C(C(=O)O)O	C6H6O4	0.0	ChEBI: 17236 67110,HYDROXYMUCONATE-SALD	C00682
1467873516	(S)-Methylmalonyl-CoA	MZFOKIKEPGUZEN	O=C(NCCSC(=O)C(C(=O)O)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C25H40N7O19P3S	0.0	ChEBI: 15466,cpd00519,cpd00891,cpd01675,D-METHYL-MALONYL-COA,DB04045,FDB022523,HMDB0001269,HMDB0002255,HMDB0002310,METHYL-MALONYL-COA,MNXM162263,MNXM608,MNXM89955	C00683,C01213,C02557
1467873529	2-Dehydro-3-deoxy-L-arabinonate	UQIGQRSJIKIPKZ	OCC(CC(=O)C(=O)O)O	C5H8O5	0.0	2-DH-3-DO-D-ARABINONATE,ChEBI: 17647,CPD-1134,cpd00520,cpd02386,cpd22923,MNXM1209,MNXM1261	C00684,C03826
1467873553	dtdpddm	PSXWNITXWWECNY	OC1CC(OC1COP(=O)(OP(=O)(OC1OC(C)C(=O)C(C1O)O)O)O)n1cc(C)c(=O)[nH]c1=O	C16H24N2O15P2	0.0	ChEBI: 15744 45868,CPD-15548,cpd00521,cpd00522,cpd08300,cpd08723,cpd26921,DTDP-DEOH-DEOXY-GLUCOSE,DTDP-DEOH-DEOXY-MANNOSE,FDB022601,HMDB0001399,HMDB0060081,MNXM11456,MNXM2371,MNXM451,MNXM484866,MNXM7331,MNXM7334	C00687,C00688,C11907,C11926
1467873567	alpha,alpha'-Trehalose 6-phosphate	LABSPYBHMPDTEL	OCC1OC(OC2OC(COP(=O)(O)O)C(C(C2O)O)O)C(C(C1O)O)O	C12H23O14P	0.0	ChEBI: 18283,CPD-16162,cpd00523,DB02430,FDB022437,HMDB0001124,MNXM148870,MNXM448,TREHALOSE-6P	C00689
1467873580	2,4,6/3,5-Pentahydroxycyclohexanone	VYEGBDHSGHXOGT	OC1C(O)C(O)C(C(=O)C1O)O	C6H10O6	0.0	ChEBI: 17811,CHEMBL1233489,CHEMBL341959,CPD-14808,CPD-365,cpd00524,cpd17698,cpd21484,MNXM62747,MNXM676,MNXM90317	C00691,C17577,C20251
1467873656	Nitrogen	IJGRMHOSHXDMSA	N#N	N2	0.0	ChEBI: 17997,CHEMBL142438,cpd00528,DB09152,FDB013398,HMDB0001371,MNXM724,NITROGEN-MOLECULE	C00697
1467873682	XTP	CAEFEWVYEZABLA	O=c1[nH]c(=O)c2c([nH]1)n(cn2)C1OC(C(C1O)O)COP(=O)(OP(=O)(OP(=O)([O-])[O-])[O-])[O-]	C10H11N4O15P3----	-4.0	ChEBI: 10049,cpd00530,FDB021932,HMDB0000293,MNXM1860,MNXM722573,XTP	C00700
1467873714	O2.-	OUUQCZGPVNCOIJ	[O-][O]	O2-	-1.0	ChEBI: 18421,cpd00532,FDB022880,HMDB0002168,MNXM330,SUPER-OXIDE	C00704,C21641
1467873724	dCDP	FTDHDKPUHBLBTL	OC1CC(OC1COP(=O)(OP(=O)(O)O)O)n1ccc(nc1=O)N	C9H15N3O10P2	0.0	ChEBI: 28846,cpd00533,DCDP,FDB022510,HMDB0001245,MNXM411	C00705
1467873776	(9Z)-Octadecenoic acid	ZQPPMHVWECSIRJ	CCCCCCCCC=CCCCCCCCC(=O)O	C18H34O2	0.0	ChEBI: 16196,CHEMBL460657,CHEMBL8659,CPD-14260,cpd00536,cpd01179,cpd15269,DB04224,EXPT02430,FDB002951,HMDB0000207,HMDB0000573,HMDB0062703,MNXM11476,MNXM306,MNXM588425,MNXM588453,OLEATE-CPD	C00712,C01712
1467873794	Panose	OWEGMIWEEQEYGQ	OCC1OC(O)C(C(C1OC1OC(COC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O)O)O	C18H32O16	0.0	ChEBI: 7912,CPD-13556,cpd00537,FDB001207,HMDB0029937	C00713
1467873865	Betaine	KWIUHFFTVRNATP	[O-]C(=O)C[N+](C)(C)C	C5H11NO2	0.0	Betaine,ChEBI: 17750,CHEMBL1182,CHEMBL95889,cpd00540,DB04455,DB06756,FDB009020,HMDB0000043,HMDB0059606,MNXM289,MNXM722221	C00719
1467873917	Lipoate	AGBQKNBQESQNJD	OC(=O)CCCCC1SSCC1	C8H14O2S2	0.0	ChEBI: 16494 30314,CHEMBL1234071,CHEMBL134342,CHEMBL33864,cpd00541,cpd14958,DB00166,FDB004339,HMDB0001451,HMDB0014312,LIPOIC-ACID,MNXM1484	C00725,C16241
1467874065	Diacetyl	QSJXEFYPDANLFS	CC(=O)C(=O)C	C4H6O2	0.0	ChEBI: 16583,CHEMBL365809,cpd00551,DIACETYL,FDB011930,HMDB0003407,MNXM1467	C00741
1467874158	Spermine	PFNFFQXMRSDOHW	NCCCNCCCCNCCCN	C10H26N4	0.0	ChEBI: 15746,CHEMBL23194,cpd00558,DB00127,DB02564,EXPT02947,FDB003225,HMDB0001256,MNXM408,NUTR00055,Spermine	C00750
1467874171	Squalene	YYGNTYWPHWGJRM	CC(=CCCC=C(CCC=C(CCC=C(C)C)C)C)CCC=C(CCC=C(C)C)C	C30H50	0.0	ChEBI: 15440,CHEMBL3561564,CHEMBL458402,cpd00559,DB11460,FDB015780,HMDB0000256,MNXM292,Squalene	C00751
1467874207	4-Hydroxy-3-methoxy-benzaldehyde	MWOOGOJBHIARFG	COc1cc(C=O)ccc1O	C8H8O3	0.0	ChEBI: 18346,CHEMBL13883,cpd00561,FDB000838,HMDB0012308,MNXM754,VANILLIN	C00755
1467874480	Serotonin	QZAYGJVTTNCVMB	[N+]CCc1c[nH]c2c1cc(O)cc2	C10H10N2O+	1.0	ChEBI: 28790,CHEMBL39,cpd00579,DB08839,FDB012158,HMDB0000259,MNXM357,Serotonin	C00780
1467874654	Ethylamine	QUSNBJAOOMFDIB	CC[N+]	C2H5N+	1.0	ChEBI: 15862,CHEMBL14449,cpd00591,ETHANAMINE,FDB003242,HMDB0013231,MNXM924	C00797
1467874666	Formyl-CoA	SXMOKYXNAPLNCW	O=CSCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C22H36N7O17P3S	0.0	ChEBI: 15522,cpd00592,FDB023169,FORMYL-COA,HMDB0003419,MNXM563	C00798
1467874708	Oxalureate	UWBHMRBRLOJJAA	NC(=O)NC(=O)C(=O)O	C3H4N2O4	0.0	ChEBI: 16582,CPD-389,cpd00596,FDB007307,MNXM1088	C00802
1467874723	Pentanoate	NQPDZGIKBAWPEJ	CCCCC(=O)O	C5H10O2	0.0	ChEBI: 17418,CHEMBL268736,cpd00597,DB02406,DB04344,EXPT02547,FDB003230,HMDB0000892,MNXM3382,VALERATE	C00803
1467874744	Propynoate	UORVCLMRJXCDCP	OC(=O)C#C	C3H2O2	0.0	ChEBI: 15364 33199,CHEMBL1213530,CPD-661,cpd00598,FDB024090,HMDB0006804,MNXM2422	C00804
1467874758	Salicylate	YGSDEFSMJLZEOE	OC(=O)c1ccccc1O	C7H6O3	0.0	APRD01605,ChEBI: 16914,CHEMBL424,CPD-110,cpd00599,DB00936,DB01398,FDB000882,HMDB0001895,MNXM378	C00805
1467874835	4-Coumarate	NGSWKAQJJWESNS	OC(=O)C=Cc1ccc(cc1)O	C9H8O3	0.0	ChEBI: 32374,CHEMBL2336752,CHEMBL66879,CIS-P-COUMARATE,COUMARATE,cpd00604,cpd04125,DB04066,FDB002592,HMDB0002035,HMDB0030677,HMDB0128076,MNXM487095,MNXM505	C00811,C06738
1467874860	Barbiturate	HNYOPLTXPVRDBG	O=C1CC(=O)NC(=O)N1	C4H4N2O3	0.0	ChEBI: 16294 29745,CHEMBL574699,HMDB0041833	C00813
1467874888	Citramalate	XFTRTWQBIOMVPK	OC(=O)CC(C(=O)O)(O)C	C5H8O5	0.0	ChEBI: 15584,CPD-31,cpd00607,cpd01700,cpd01701,FDB001372,HMDB0000426,MNXM1236,MNXM1421,MNXM2357,S-CITRAMALATE	C00815,C02612,C02614
1467874918	DGAL	DSLZVSRJTYRBFB	OC(C(C(=O)O)O)C(C(C(=O)O)O)O	C6H10O8	0.0	ChEBI: 16002 30612,CHEMBL1232958,CPD-17461,CPD0-1090,CPD0-1092,cpd00571,cpd00609,cpd00652,cpd01246,cpd25970,cpd25971,D-GALACTARATE,D-Glucarate,DB03603,FDB001116,HMDB0000639,HMDB0000663,HMDB0029881,MNXM1080,MNXM18914,MNXM40804,MNXM48392,MNXM48534,MNXM48551,MNXM525929,MNXM59294,MNXM59395,MNXM59476,MNXM744,MNXM97558	C00767,C00818,C00879,C01807,C21088
1467874972	Dopaquinone	AHMIDUVKSGCHAU	[O-]C(=O)C(CC1=CC(=O)C(=O)C=C1)[N+]	C9H6NO4	0.0	ChEBI: 16852,CHEMBL1743218,cpd00612,Dopaquinone,FDB018629,HMDB0001229,HMDB0039119,MNXM1481	C00822
1467874982	1-Hexadecanol	BXWNKGSJHAJOGX	CCCCCCCCCCCCCCCCO	C16H34O	0.0	ChEBI: 16125,CHEMBL706,CPD-348,cpd00613,DB09494,FDB003051,HMDB0003424,MNXM725	C00823
1467875006	Kanamycin B	SKKLOUVUUNMCJE	[N+]CC1OC(OC2C([N+])CC(C(C2O)OC2OC(CO)C(C(C2O)[N+])O)[N+])C(C(C1O)O)[N+]	C18H27N5O10+++++	5.0	ChEBI: 28098,CHEMBL1331937,CHEMBL176,CHEMBL2105594,CPD-4822,cpd00615,DB13673,MNXM4629	C00825
1467875020	L-Arogenate	MIEILDYWGANZNH	OC(=O)C(CC1(C=CC(C=C1)O)C(=O)O)N	C10H13NO5	0.0	ChEBI: 17530,CPD-659,cpd00616,FDB030956,MNXM696	C00826
1467875034	Lactoyl-CoA	VIWKEBOLLIEAIL	O=C(NCCSC(=O)C(O)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C24H40N7O18P3S	0.0	ChEBI: 15529,cpd00617,cpd26825,cpd27396,cpd28031,D-LACTOYL-COA,FDB022973,HMDB0002346,LACTOYL-COA,MNXM11282,MNXM2388,MNXM91215	C00827
1467875183	dTDP-glucose	YSYKRGRSMLTJNL	OCC1OC(OP(=O)(OP(=O)(OCC2OC(CC2O)n2cc(C)c(=O)[nH]c2=O)O)O)C(C(C1O)O)O	C16H26N2O16P2	0.0	ChEBI: 15700,CHEMBL412989,cpd00626,cpd01423,DB03751,DTDP-D-GALACTOSE,dTDP-D-glucose,EXPT01115,FDB022557,HMDB0001328,HMDB0006876,HMDB0062805,MNXM1376,MNXM1666,MNXM51651,MNXM51654,MNXM51655,MNXM51658	C00842,C02097
1467875234	3-Oxoadipate	RTGHRDFWYQHVFW	OC(=O)CCC(=O)CC(=O)O	C6H8O5	0.0	3-KETO-ADIPATE,ChEBI: 15775 37440,cpd00630,FDB022015,HMDB0000398,MNXM716	C00846
1467875248	4-Pyridoxate	HXACOUQIXZGNBF	OCc1cnc(c(c1C(=O)O)O)C	C8H9NO4	0.0	ChEBI: 17405,CPD-1112,cpd00631,FDB021874,HMDB0000017,MNXM1530	C00847
1467875296	Chlorogenate	CWVRJTMFETXNAD	O=C(OC1CC(O)(CC(C1O)O)C(=O)O)C=Cc1ccc(c(c1)O)O	C16H18O9	0.0	CAFFEOYLQUINATE,ChEBI: 16112,CHEMBL1332980,CHEMBL1394423,CHEMBL1419611,CHEMBL1473644,CHEMBL1552319,CHEMBL2261555,CHEMBL230481,CHEMBL249450,CHEMBL284616,CHEMBL3092677,CHEMBL3186431,CHEMBL366760,cpd00634,cpd17381,DB12029,FDB000275,HMDB0003164,HMDB0029278,HMDB0032849,HMDB0040690,MNXM120594,MNXM144959,MNXM1546,MNXM3718,MNXM499498	C00852,C17147
1467875359	Deamino-NAD+	SENPVEZBRZQVST	OC1C(O)C(OC1[n+]1cccc(c1)C(=O)[O-])COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)[O-])[O-]	C21H24N6O15P2--	-2.0	ChEBI: 18304,cpd00638,DB04099,Deamido-NAD,EXPT01234,FDB022469,HMDB0001179,MNXM309	C00857
1467875411	L-Rhamnulose	QZNPNKJXABGCRC	OCC(=O)C(C(C(O)C)O)O	C6H12O5	0.0	ChEBI: 17897,CPD-15219,CPD-16566,CPD0-2049,cpd00642,cpd01186,cpd26387,FDB027362,HMDB0010207,HMDB0060267,L-FUCULOSE,MNXM155061,MNXM1748,MNXM1750,MNXM38662,MNXM500168	C00861,C01721
1467875507	Aminomalonate	JINBYESILADKFW	[N+]C(C(=O)[O-])C(=O)[O-]	C3HNO4-	-1.0	AMINOMALONATE,ChEBI: 17475,CHEMBL1232731,cpd00647,DB02289,FDB022451,HMDB0001147,MNXM3911	C00872
1467875539	Coenzyme F420	GEHSZWRGPHDXJO	O=C(NC(C(=O)O)CCC(=O)O)CCC(C(=O)O)NC(=O)C(OP(=O)(OCC(C(C(Cn1c2cc(O)ccc2cc2c1nc(=O)[nH]c2=O)O)O)O)O)C	C29H36N5O18P	0.0	ChEBI: 16848,cpd00649,cpd27710,DB03913	C00876
1467875551	Crotonoyl-CoA	KFWWCMJSYSSPSK	CC=CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C25H40N7O17P3S	0.0	ChEBI: 15473 36926,CHEMBL1213378,cpd00650,Crotonyl-CoA,FDB022792,HMDB0002009,HMDB0059627,HMDB0062466,MNXM173967,MNXM214	C00877
1467875609	Deoxycytidine	CKTSBUTUHBMZGZ	OCC1OC(CC1O)n1ccc(nc1=O)N	C9H13N3O4	0.0	ChEBI: 15698,CHEMBL280428,CHEMBL554563,CHEMBL66115,cpd00654,DB02594,DEOXYCYTIDINE,FDB021871,HMDB0000014,MNXM32436,MNXM704	C00881,C21554
1467875657	Isochorismate	NTGWPRCCOQCMGE	C=C(C(=O)O)OC1C=CC=C(C1O)C(=O)O	C10H10O6	0.0	ChEBI: 17582 29780,cpd00658,DB02793,EXPT01933,FDB030944,Isochorismate,MNXM799	C00885
1467875744	Propenoyl-CoA	POODSGUMUCVRTR	C=CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C24H38N7O17P3S	0.0	Acrylyl-CoA,ChEBI: 15513,cpd00663,FDB022958,HMDB0002307,MNXM650	C00894
1467875820	2-Acetolactate	NMDWGEGFJUBKLB	CC(=O)C(C(=O)O)(O)C	C5H8O4	0.0	2-ACETO-LACTATE,ChEBI: 16444,cpd00668,cpd19047,FDB024109,HMDB0006833,HMDB0006855,MNXM114079,MNXM426	C00900,C06010
1467875846	Cinnamaldehyde	KJPRLNWUNMBNBZ	O=CC=Cc1ccccc1	C9H8O	0.0	ChEBI: 16731,CHEMBL2289233,CHEMBL293492,CHEMBL3187944,CINNAMALDEHYDE,cpd00670,DB14184,FDB008781,HMDB0003441,HMDB0032072,MNXM174245,MNXM2108	C00903
1467875858	Citramalyl-CoA	XYGOWHUIVNMEIA	CC(C(=O)O)(CC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O	C26H42N7O20P3S	0.0	ChEBI: 15457,CPD-627,CPD-9414,cpd00671,cpd00743,cpd25680,FDB023897,HMDB0006345,MNXM1251,MNXM17060,MNXM2358	C00904,C01011,C20746
1467875985	Choline sulfate	WXCQAWGXWVRCGP	[O-]S(=O)(=O)OCC[N+](C)(C)C	C5H13NO4S	0.0	ChEBI: 16822,CPD-543,cpd00681,MNXM1547	C00919
1467876008	Dihydropteroate	WBFYVDCHGVNRBH	OC(=O)c1ccc(cc1)NCC1=Nc2c(NC1)nc([nH]c2=O)N	C14H14N6O3	0.0	7-8-DIHYDROPTEROATE,ChEBI: 17839 4581,CHEMBL1614805,cpd00683,FDB022607,HMDB0001412,MNXM965	C00921
1467876067	Mercaptoethanol	DGVVWUTYPXICAM	OCCS	C2H6OS	0.0	2-MERCAPTOETHANOL,ChEBI: 41218,CHEMBL254951,cpd00688,DB03345,MNXM8867	C00928
1467876094	Porphobilinogen	QSHWIQZFGQKFMA	[N+]Cc1[nH]cc(c1CC(=O)[O-])CCC(=O)[O-]	C10H10N2O4-	-1.0	ChEBI: 17381,cpd00689,DB02272,EXPT02507,FDB021916,HMDB0000245,MNXM554,PORPHOBILINOGEN	C00931
1467876178	2-Oxoglutaramate	COJBGNAUUSNXHX	NC(=O)CCC(=O)C(=O)O	C5H7NO4	0.0	2-KETO-GLUTARAMATE,ChEBI: 16769 30882,cpd00695,FDB022686,HMDB0001552,MNXM480328,MNXM575	C00940
1467876203	3',5'-Cyclic GMP	ZOOGRGPOEVQQDX	OC1C2OP(=O)(O)OCC2OC1n1cnc2c1nc(N)[nH]c2=O	C10H12N5O7P	0.0	CGMP,ChEBI: 16356,CHEMBL2373326,CHEMBL3273258,CHEMBL395336,cpd00697,DB02315,DB04536,EXPT02518,FDB022549,HMDB0001314,MNXM665	C00942
1467876226	3-Dehydroquinate	WVMWZWGZRAXUBK	OC1CC(O)(CC(=O)C1O)C(=O)O	C7H10O6	0.0	ChEBI: 17947 32364,CHEMBL1160497,cpd00699,DB03868,DEHYDROQUINATE,EXPT01264,FDB029168,HMDB0012710,MNXM478	C00944
1467876294	Indole-3-acetate	SEOVTRFCIGRIMH	OC(=O)Cc1c[nH]c2c1cccc2	C10H9NO2	0.0	ChEBI: 16411,CHEMBL82411,cpd00703,DB07950,FDB000933,HMDB0000197,INDOLE_ACETATE_AUXIN,MNXM383	C00954
1467876342	Mercaptopyruvate	OJOLFAIGOXZBCI	OC(=O)C(=O)CS	C3H4O3S	0.0	3-MERCAPTO-PYRUVATE,ChEBI: 16208,cpd00706,FDB021862,HMDB0001368,MNXM1214	C00957
1467876437	2-Dehydropantoate	PKVVTUWHANFMQC	OCC(C(=O)C(=O)O)(C)C	C6H10O4	0.0	2-Dehydropantoate,ChEBI: 11561 17094,cpd00712,DB03795,EXPT01981,FDB030332,MNXM959	C00966
1467876458	3-Hydroxypropanal	AKXKFZDCRYJKTF	OCCC=O	C3H6O2	0.0	ChEBI: 17871,cpd00714,FDB023176,HMDB0003453,HYDROXYPROPANAL,MNXM1526	C00969
1467876469	4-Pyridoxolactone	HHPDVQLBYQFYFA	O=C1OCc2c1c(O)c(nc2)C	C8H7NO3	0.0	ChEBI: 16871,CPD-375,cpd00715,FDB023177,HMDB0003454,MNXM1896	C00971
1467876496	Dihydrokaempferol	PADQINQHPQKXNL	Oc1ccc(cc1)C1Oc2cc(O)cc(c2C(=O)C1O)O	C15H12O6	0.0	ChEBI: 15401,CHEMBL1933859,CHEMBL398847,CHEMBL9323,CPD-15886,cpd00717,DIHYDROKAEMPFEROL-CMPD,FDB002806,HMDB0030847,HMDB0125362,MNXM1125,MNXM148561	C00974
1467876511	Dihydroxyfumarate	BZCOSCNPHJNQBP	OC(=C(C(=O)O)O)C(=O)O	C4H4O6	0.0	ChEBI: 17795 4593,CHEMBL41028,CPD-640	C00975
1467876560	O-Acetyl-L-serine	VZXPDPZARILFQX	CC(=O)OCC(C(=O)[O-])[N+]	C5H6NO4	0.0	ACETYLSERINE,ChEBI: 17981,cpd00722,DB01837,EXPT02411,FDB004955,HMDB0003011,MNXM418	C00979
1467876613	1,3-Diaminopropane	XFNJVJPLKCPIBV	[N+]CCC[N+]	C3H6N2++	2.0	ChEBI: 15725,CHEMBL174324,CPD-313,cpd00726,FDB005274,HMDB0000002,MNXM350	C00986
1467876629	2-Phosphoglycolate	ASCFNMCAHFUBCO	OC(=O)COP(=O)(O)O	C2H5O6P	0.0	ChEBI: 17150,CHEMBL47181,CPD-67,cpd00727,DB02726,FDB022263,HMDB0000816,MNXM2074,MNXM680554	C00988
1467876642	4-Hydroxybutanoic acid	SJZRECIVHVDYJC	OCCCC(=O)O	C4H8O3	0.0	4-HYDROXY-BUTYRATE,ChEBI: 16724 30830,CHEMBL1342,cpd00728,cpd11988,DB01440,FDB022196,HMDB0000710,HMDB0015507,MNXM514	C00989,C01991
1467876684	D-Alanyl-D-alanine	DEFJQIDDEAULHB	[O-]C(=O)C(NC(=O)C([NH3+])C)C	C6H12N2O3	0.0	ChEBI: 16576,CHEMBL17697,CHEMBL1814487,CHEMBL1814491,CHEMBL299420,CHEMBL52461,CPD-20348,cpd00731,D-ALA-D-ALA,FDB003740,HMDB0003459,HMDB0028680,MNXM163415,MNXM669	C00993
